customer_id,full_name,first_purchase_date,last_purchase_date,customer_age_days,ingresos_t,margen_total,margen_t,num_ventas,num_lineas,r_t,frecuencia_t,ticket_medio,cltv,segmento_cltv,dias_sin_compra,churn_proxy,num_devoluciones,tasa_devolucion,R_score,F_score,M_score,rfm_score,segmento_rfm
41,Laura Fernández Álvarez,2020-10-03,2024-01-26,1210,6872.06,2557.0,0.3721,14,33,40.3333,0.3471,490.8614,35798.0,Alto,704,True,1,0.0303,2,4,4,10,En riesgo
42,Sergio Díaz López,2020-07-26,2025-12-21,1974,11025.4,4122.48,0.3739,25,65,65.8,0.3799,441.016,103062.0,Alto,9,False,3,0.0462,4,4,4,12,Champions
43,Sergio Ruiz García,2020-05-18,2025-11-17,2009,12014.81,4806.24,0.4,25,53,66.9667,0.3733,480.5924,120156.0,Alto,43,False,3,0.0566,4,4,4,12,Champions
44,Carlos Pérez Ruiz,2020-02-29,2025-07-21,1969,15183.98,5785.96,0.3811,24,66,65.6333,0.3657,632.6658,138863.04,Alto,162,False,2,0.0303,3,4,4,11,Leales
45,Laura García Sánchez,2020-06-06,2025-11-25,1998,11597.57,4255.32,0.3669,21,46,66.6,0.3153,552.2652,89361.72,Alto,35,False,0,0.0,4,4,4,12,Champions
46,Alejandro Ruiz Ruiz,2020-03-07,2025-12-29,2123,15456.71,6183.0,0.4,20,52,70.7667,0.2826,772.8355,123660.0,Alto,1,False,3,0.0577,4,4,4,12,Champions
47,Javier Sánchez García,2020-02-19,2025-11-24,2105,13660.65,5416.52,0.3965,21,56,70.1667,0.2993,650.5071,113746.92,Alto,36,False,2,0.0357,4,4,4,12,Champions
48,Marta Fernández Pérez,2020-04-29,2025-03-08,1774,9006.55,3602.88,0.4,19,44,59.1333,0.3213,474.0289,68454.72,Alto,297,True,2,0.0455,3,4,4,11,Leales
49,Carlos Sánchez Fernández,2020-01-12,2025-06-30,1996,12591.14,5036.76,0.4,21,51,66.5333,0.3156,599.5781,105771.96,Alto,183,True,1,0.0196,3,4,4,11,Leales
50,Marta Ruiz García,2020-05-14,2025-09-12,1947,12404.68,4962.2,0.4,18,55,64.9,0.2773,689.1489,89319.6,Alto,109,False,5,0.0909,3,4,4,11,Leales
51,Carlos Fernández Álvarez,2020-02-17,2025-09-25,2047,8838.49,3391.64,0.3837,18,43,68.2333,0.2638,491.0272,61049.52,Alto,96,False,5,0.1163,3,4,4,11,Leales
52,Alejandro Fernández Díaz,2020-10-22,2025-10-20,1824,11107.13,4299.08,0.3871,16,39,60.8,0.2632,694.1956,68785.28,Alto,71,False,1,0.0256,4,4,4,12,Champions
53,Alejandro Fernández Martínez,2020-03-05,2025-05-26,1908,17803.5,7073.76,0.3973,26,60,63.6,0.4088,684.75,183917.76,Alto,218,True,3,0.05,3,4,4,11,Leales
54,Carlos Martínez Ruiz,2020-03-20,2025-05-25,1892,5658.75,2215.68,0.3915,14,30,63.0667,0.222,404.1964,31019.52,Alto,219,True,3,0.1,3,4,4,11,Leales
55,Laura Fernández Ruiz,2020-01-09,2025-07-13,2012,9281.6,3616.84,0.3897,13,37,67.0667,0.1938,713.9692,47018.92,Alto,170,False,3,0.0811,3,4,4,11,Leales
56,Sergio Martínez García,2020-07-13,2025-10-23,1928,11069.29,4284.04,0.387,19,54,64.2667,0.2956,582.5942,81396.76,Alto,68,False,1,0.0185,4,4,4,12,Champions
57,Laura Sánchez Gómez,2020-04-28,2025-05-18,1846,12541.95,4873.12,0.3885,23,58,61.5333,0.3738,545.3022,112081.76,Alto,226,True,5,0.0862,3,4,4,11,Leales
58,Sergio Martínez Sánchez,2020-02-09,2025-10-12,2072,13535.08,5222.36,0.3858,28,63,69.0667,0.4054,483.3957,146226.08,Alto,79,False,5,0.0794,4,4,4,12,Champions
59,Ana Pérez Pérez,2020-03-09,2025-05-11,1889,13618.07,5255.6,0.3859,21,61,62.9667,0.3335,648.4795,110367.6,Alto,233,True,2,0.0328,3,4,4,11,Leales
60,David Pérez López,2020-04-07,2025-12-28,2091,10651.92,4261.04,0.4,22,44,69.7,0.3156,484.1782,93742.88,Alto,2,False,2,0.0455,4,4,4,12,Champions
61,Sergio Pérez Sánchez,2020-03-22,2025-10-10,2028,10257.97,4103.36,0.4,15,39,67.6,0.2219,683.8647,61550.4,Alto,81,False,3,0.0769,4,4,4,12,Champions
62,María Álvarez Sánchez,2020-01-21,2025-12-14,2154,10108.66,3851.68,0.381,21,45,71.8,0.2925,481.3648,80885.28,Alto,16,False,2,0.0444,4,4,4,12,Champions
63,Laura Ruiz Ruiz,2021-02-10,2025-12-09,1763,12540.35,4872.44,0.3885,22,56,58.7667,0.3744,570.0159,107193.68,Alto,21,False,1,0.0179,4,4,4,12,Champions
64,Lucía Fernández Díaz,2020-06-08,2025-08-23,1902,12538.23,4967.6,0.3962,22,60,63.4,0.347,569.9195,109287.2,Alto,129,False,4,0.0667,3,4,4,11,Leales
65,Carlos Fernández Álvarez,2020-02-29,2024-09-06,1651,13307.54,5083.32,0.382,19,48,55.0333,0.3452,700.3968,96583.08,Alto,480,True,1,0.0208,2,4,4,10,En riesgo
66,Laura López López,2020-04-24,2025-09-19,1974,9351.07,3740.6,0.4,15,40,65.8,0.228,623.4047,56109.0,Alto,102,False,3,0.075,3,4,4,11,Leales
67,Ana Díaz Fernández,2020-03-05,2025-10-03,2038,10974.12,4245.92,0.3869,20,50,67.9333,0.2944,548.706,84918.4,Alto,88,False,6,0.12,4,4,4,12,Champions
68,María Sánchez Gómez,2020-07-08,2025-06-01,1789,6489.32,2595.88,0.4,12,28,59.6333,0.2012,540.7767,31150.56,Alto,212,True,3,0.1071,3,4,4,11,Leales
69,Marta Fernández Álvarez,2020-06-04,2025-11-27,2002,13075.05,5230.4,0.4,23,59,66.7333,0.3447,568.4804,120299.2,Alto,33,False,3,0.0508,4,4,4,12,Champions
70,Marta Díaz Álvarez,2020-02-16,2025-11-17,2101,12171.12,4676.76,0.3843,23,54,70.0333,0.3284,529.1791,107565.48,Alto,43,False,2,0.037,4,4,4,12,Champions
71,Ana López Gómez,2020-06-26,2025-07-11,1841,6339.57,2536.0,0.4,14,31,61.3667,0.2281,452.8264,35504.0,Alto,172,False,2,0.0645,3,4,4,11,Leales
72,Lucía Álvarez Pérez,2020-02-11,2025-12-10,2129,16571.85,6533.12,0.3942,29,78,70.9667,0.4086,571.4431,189460.48,Alto,20,False,5,0.0641,4,4,4,12,Champions
73,David Pérez Fernández,2020-04-02,2025-09-04,1981,10054.54,4022.04,0.4,17,38,66.0333,0.2574,591.4435,68374.68,Alto,117,False,0,0.0,3,4,4,11,Leales
74,Javier Fernández Fernández,2020-02-22,2025-10-15,2062,8304.19,3321.88,0.4,11,32,68.7333,0.16,754.9264,36540.68,Alto,76,False,3,0.0938,4,4,4,12,Champions
75,Alejandro García López,2020-03-21,2025-08-09,1967,10700.46,4232.44,0.3955,17,46,65.5667,0.2593,629.4388,71951.48,Alto,143,False,4,0.087,3,4,4,11,Leales
76,Carlos Gómez Pérez,2020-03-18,2025-08-10,1971,11993.8,4749.8,0.396,17,53,65.7,0.2588,705.5176,80746.6,Alto,142,False,2,0.0377,3,4,4,11,Leales
77,David Fernández Ruiz,2020-02-24,2025-11-25,2101,6861.66,2744.84,0.4,15,38,70.0333,0.2142,457.444,41172.6,Alto,35,False,2,0.0526,4,4,4,12,Champions
78,Javier García Gómez,2020-02-23,2025-09-04,2020,8630.07,3452.2,0.4,15,32,67.3333,0.2228,575.338,51783.0,Alto,117,False,2,0.0625,3,4,4,11,Leales
79,Laura Díaz Sánchez,2020-03-02,2025-12-05,2104,7541.99,3017.0,0.4,16,33,70.1333,0.2281,471.3744,48272.0,Alto,25,False,2,0.0606,4,4,4,12,Champions
80,Javier Pérez Díaz,2020-06-04,2025-12-29,2034,10081.21,3696.76,0.3667,20,51,67.8,0.295,504.0605,73935.2,Alto,1,False,3,0.0588,4,4,4,12,Champions
81,Sergio Ruiz Pérez,2020-01-12,2025-12-07,2156,11743.89,4409.84,0.3755,21,52,71.8667,0.2922,559.2329,92606.64,Alto,23,False,1,0.0192,4,4,4,12,Champions
82,María García Álvarez,2020-02-29,2025-01-05,1772,11859.95,4552.28,0.3838,23,56,59.0667,0.3894,515.65,104702.44,Alto,359,True,4,0.0714,3,4,4,11,Leales
83,Carlos Ruiz Álvarez,2020-03-05,2025-11-09,2075,17082.12,6833.28,0.4,24,66,69.1667,0.347,711.755,163998.72,Alto,51,False,4,0.0606,4,4,4,12,Champions
84,Carlos Sánchez López,2020-01-27,2025-11-14,2118,17452.59,6981.4,0.4,25,62,70.6,0.3541,698.1036,174535.0,Alto,46,False,4,0.0645,4,4,4,12,Champions
85,María Álvarez Ruiz,2020-01-17,2025-07-03,1994,14181.95,5673.12,0.4,24,55,66.4667,0.3611,590.9146,136154.88,Alto,180,False,3,0.0545,3,4,4,11,Leales
86,Carlos López García,2020-12-17,2025-11-05,1784,12743.2,5097.56,0.4,16,43,59.4667,0.2691,796.45,81560.96,Alto,55,False,2,0.0465,4,4,4,12,Champions
87,Ana López Pérez,2020-08-08,2025-09-06,1855,8085.54,3090.4,0.3822,17,33,61.8333,0.2749,475.62,52536.8,Alto,115,False,0,0.0,3,4,4,11,Leales
88,Carlos Díaz Pérez,2020-03-15,2025-12-08,2094,10316.25,4126.8,0.4,20,53,69.8,0.2865,515.8125,82536.0,Alto,22,False,6,0.1132,4,4,4,12,Champions
89,Sergio Pérez Gómez,2020-11-12,2025-11-01,1815,11966.43,4786.92,0.4,18,49,60.5,0.2975,664.8017,86164.56,Alto,59,False,1,0.0204,4,4,4,12,Champions
90,Carlos López López,2020-06-29,2025-11-16,1966,16034.45,6414.12,0.4,20,59,65.5333,0.3052,801.7225,128282.4,Alto,44,False,2,0.0339,4,4,4,12,Champions
91,Lucía Martínez Sánchez,2020-05-17,2025-10-31,1993,9358.14,3743.52,0.4,17,39,66.4333,0.2559,550.4788,63639.84,Alto,60,False,1,0.0256,4,4,4,12,Champions
92,David Gómez Díaz,2020-02-02,2025-12-08,2136,11521.02,4608.6,0.4,19,42,71.2,0.2669,606.3695,87563.4,Alto,22,False,2,0.0476,4,4,4,12,Champions
93,Laura Fernández García,2020-03-27,2025-09-17,2000,13710.75,5244.64,0.3825,22,58,66.6667,0.33,623.2159,115382.08,Alto,104,False,3,0.0517,3,4,4,11,Leales
94,Javier Gómez Gómez,2020-10-28,2024-08-26,1398,13195.29,5086.4,0.3855,22,53,46.6,0.4721,599.7859,111900.8,Alto,491,True,4,0.0755,2,4,4,10,En riesgo
95,Lucía Ruiz López,2020-01-03,2025-12-13,2171,11056.26,4374.76,0.3957,25,48,72.3667,0.3455,442.2504,109369.0,Alto,17,False,1,0.0208,4,4,4,12,Champions
96,Lucía Martínez Ruiz,2020-02-10,2025-02-19,1836,13182.08,5033.28,0.3818,26,67,61.2,0.4248,507.0031,130865.28,Alto,314,True,4,0.0597,3,4,4,11,Leales
97,Alejandro Pérez Fernández,2020-02-16,2025-11-08,2092,16887.08,6755.12,0.4,21,53,69.7333,0.3011,804.1467,141857.52,Alto,52,False,3,0.0566,4,4,4,12,Champions
98,Carlos Sánchez Fernández,2020-03-28,2025-12-18,2091,17136.81,6759.16,0.3944,27,77,69.7,0.3874,634.6967,182497.32,Alto,12,False,5,0.0649,4,4,4,12,Champions
99,Alejandro Fernández Álvarez,2021-06-24,2025-03-30,1375,10392.97,3965.44,0.3816,16,37,45.8333,0.3491,649.5606,63447.04,Alto,275,True,2,0.0541,3,4,4,11,Leales
100,Alejandro Gómez Díaz,2020-03-28,2024-10-25,1672,10224.25,3801.96,0.3719,20,50,55.7333,0.3589,511.2125,76039.2,Alto,431,True,5,0.1,2,4,4,10,En riesgo
101,David Gómez Ruiz,2020-02-26,2025-12-20,2124,8278.24,3311.52,0.4,17,40,70.8,0.2401,486.9553,56295.84,Alto,10,False,1,0.025,4,4,4,12,Champions
102,David Sánchez Martínez,2020-02-26,2025-11-24,2098,14372.33,5749.28,0.4,24,59,69.9333,0.3432,598.8471,137982.72,Alto,36,False,2,0.0339,4,4,4,12,Champions
103,Sergio Martínez Sánchez,2020-01-29,2025-11-15,2117,12621.27,4808.8,0.381,18,50,70.5667,0.2551,701.1817,86558.4,Alto,45,False,1,0.02,4,4,4,12,Champions
104,Laura López Fernández,2020-02-05,2025-04-30,1911,10178.82,3783.76,0.3717,18,41,63.7,0.2826,565.49,68107.68,Alto,244,True,0,0.0,3,4,4,11,Leales
105,Marta Ruiz Sánchez,2020-04-16,2025-06-17,1888,12896.07,5062.8,0.3926,23,59,62.9333,0.3655,560.6987,116444.4,Alto,196,True,1,0.0169,3,4,4,11,Leales
106,Marta Fernández Martínez,2020-09-17,2025-12-09,1909,12306.2,4682.76,0.3805,18,50,63.6333,0.2829,683.6778,84289.68,Alto,21,False,3,0.06,4,4,4,12,Champions
107,Marta Álvarez Díaz,2020-01-31,2025-02-23,1850,12441.47,4928.84,0.3962,18,49,61.6667,0.2919,691.1928,88719.12,Alto,310,True,2,0.0408,3,4,4,11,Leales
108,David Ruiz Díaz,2020-01-07,2025-12-09,2163,9668.06,3771.52,0.3901,22,53,72.1,0.3051,439.4573,82973.44,Alto,21,False,2,0.0377,4,4,4,12,Champions
109,David Álvarez Martínez,2020-06-15,2025-06-27,1838,12231.69,4701.04,0.3843,27,61,61.2667,0.4407,453.0256,126928.08,Alto,186,True,1,0.0164,3,4,4,11,Leales
110,Ana López Sánchez,2020-01-20,2025-11-14,2125,13669.06,5180.0,0.379,29,59,70.8333,0.4094,471.3469,150220.0,Alto,46,False,2,0.0339,4,4,4,12,Champions
111,Sergio López Pérez,2020-07-18,2025-09-03,1873,11706.15,4538.76,0.3877,23,60,62.4333,0.3684,508.963,104391.48,Alto,118,False,3,0.05,3,4,4,11,Leales
112,María Ruiz Fernández,2020-02-25,2025-08-16,1999,14876.13,5950.8,0.4,24,57,66.6333,0.3602,619.8388,142819.2,Alto,136,False,5,0.0877,3,4,4,11,Leales
113,Carlos Fernández Martínez,2020-01-17,2025-12-10,2154,12379.46,4952.04,0.4,17,40,71.8,0.2368,728.2035,84184.68,Alto,20,False,1,0.025,4,4,4,12,Champions
114,María López Martínez,2020-01-12,2025-07-24,2020,11593.03,4637.52,0.4,19,43,67.3333,0.2822,610.1595,88112.88,Alto,159,False,2,0.0465,3,4,4,11,Leales
115,María Álvarez Ruiz,2020-01-11,2024-06-19,1621,12151.25,4764.72,0.3921,15,43,54.0333,0.2776,810.0833,71470.8,Alto,559,True,6,0.1395,2,4,4,10,En riesgo
116,Ana Gómez Fernández,2020-09-08,2025-10-21,1869,11139.23,4359.92,0.3914,21,49,62.3,0.3371,530.4395,91558.32,Alto,70,False,2,0.0408,4,4,4,12,Champions
117,Sergio Sánchez García,2020-02-21,2025-10-10,2058,15313.32,6125.68,0.4,26,64,68.6,0.379,588.9738,159267.68,Alto,81,False,4,0.0625,4,4,4,12,Champions
118,Alejandro Díaz López,2020-03-23,2025-11-08,2056,13096.0,5238.72,0.4,24,62,68.5333,0.3502,545.6667,125729.28,Alto,52,False,5,0.0806,4,4,4,12,Champions
119,Ana López Sánchez,2020-01-19,2025-12-08,2150,7097.36,2695.08,0.3797,16,31,71.6667,0.2233,443.585,43121.28,Alto,22,False,2,0.0645,4,4,4,12,Champions
120,David Díaz López,2020-02-04,2024-10-25,1725,5578.85,2135.68,0.3828,12,25,57.5,0.2087,464.9042,25628.16,Alto,431,True,4,0.16,2,4,4,10,En riesgo
121,María Fernández Fernández,2020-03-13,2025-12-07,2095,15039.45,5872.12,0.3904,22,61,69.8333,0.315,683.6114,129186.64,Alto,23,False,1,0.0164,4,4,4,12,Champions
122,Carlos Díaz Fernández,2020-05-09,2025-09-03,1943,11184.5,4426.08,0.3957,18,48,64.7667,0.2779,621.3611,79669.44,Alto,118,False,2,0.0417,3,4,4,11,Leales
123,David Díaz Díaz,2020-02-18,2025-08-27,2017,13948.23,5435.6,0.3897,24,53,67.2333,0.357,581.1762,130454.4,Alto,125,False,3,0.0566,3,4,4,11,Leales
124,Lucía Pérez Pérez,2020-01-10,2025-07-27,2025,9338.05,3687.44,0.3949,15,45,67.5,0.2222,622.5367,55311.6,Alto,156,False,2,0.0444,3,4,4,11,Leales
125,Laura Pérez Martínez,2020-03-13,2025-12-21,2109,10638.05,4111.6,0.3865,24,61,70.3,0.3414,443.2521,98678.4,Alto,9,False,5,0.082,4,4,4,12,Champions
126,Alejandro Gómez Álvarez,2020-01-06,2025-11-03,2128,10626.38,4106.76,0.3865,17,42,70.9333,0.2397,625.0812,69814.92,Alto,57,False,0,0.0,4,4,4,12,Champions
127,Alejandro Gómez Ruiz,2020-09-18,2025-10-28,1866,10955.85,4334.6,0.3956,17,41,62.2,0.2733,644.4618,73688.2,Alto,63,False,1,0.0244,4,4,4,12,Champions
128,Javier López Pérez,2020-02-10,2025-10-18,2077,11980.88,4552.68,0.38,21,58,69.2333,0.3033,570.5181,95606.28,Alto,73,False,3,0.0517,4,4,4,12,Champions
129,Carlos Fernández García,2020-05-31,2025-10-27,1975,10006.61,3810.92,0.3808,16,45,65.8333,0.243,625.4131,60974.72,Alto,64,False,2,0.0444,4,4,4,12,Champions
130,Marta Álvarez López,2020-03-22,2025-12-30,2109,12059.4,4776.04,0.396,20,51,70.3,0.2845,602.97,95520.8,Alto,0,False,2,0.0392,4,4,4,12,Champions
131,Carlos Ruiz Sánchez,2020-05-13,2025-10-16,1982,11634.81,4510.16,0.3876,18,39,66.0667,0.2725,646.3783,81182.88,Alto,75,False,1,0.0256,4,4,4,12,Champions
132,Ana Martínez Díaz,2020-09-22,2025-11-10,1875,12836.55,5134.88,0.4,17,42,62.5,0.272,755.0912,87292.96,Alto,50,False,0,0.0,4,4,4,12,Champions
133,Ana Gómez Ruiz,2020-03-24,2025-10-28,2044,11643.3,4609.6,0.3959,20,50,68.1333,0.2935,582.165,92192.0,Alto,63,False,1,0.02,4,4,4,12,Champions
134,Sergio Fernández Ruiz,2020-04-26,2025-10-16,1999,14418.03,5671.56,0.3934,27,61,66.6333,0.4052,534.0011,153132.12,Alto,75,False,3,0.0492,4,4,4,12,Champions
135,Alejandro Sánchez Sánchez,2020-05-31,2025-08-04,1891,9729.25,3747.96,0.3852,17,46,63.0333,0.2697,572.3088,63715.32,Alto,148,False,2,0.0435,3,4,4,11,Leales
136,Carlos Pérez Álvarez,2020-11-06,2025-07-07,1704,12794.56,5118.16,0.4,21,55,56.8,0.3697,609.2648,107481.36,Alto,176,False,4,0.0727,3,4,4,11,Leales
137,Carlos Álvarez López,2020-07-07,2025-12-20,1992,16644.65,6610.28,0.3971,26,67,66.4,0.3916,640.1788,171867.28,Alto,10,False,1,0.0149,4,4,4,12,Champions
138,Sergio Sánchez Sánchez,2020-01-08,2025-12-08,2161,15837.17,6287.16,0.397,22,48,72.0333,0.3054,719.8714,138317.52,Alto,22,False,0,0.0,4,4,4,12,Champions
139,Carlos Ruiz Sánchez,2020-09-29,2025-12-23,1911,8309.81,3324.12,0.4,16,40,63.7,0.2512,519.3631,53185.92,Alto,7,False,2,0.05,4,4,4,12,Champions
140,Javier Sánchez Ruiz,2020-04-04,2025-07-14,1927,21428.61,8379.96,0.3911,28,83,64.2333,0.4359,765.3075,234638.88,Alto,169,False,4,0.0482,3,4,4,11,Leales
141,Javier Fernández Gómez,2021-04-11,2025-11-23,1687,15491.49,6004.96,0.3876,28,68,56.2333,0.4979,553.2675,168138.88,Alto,37,False,1,0.0147,4,4,4,12,Champions
142,Marta García Sánchez,2021-02-22,2025-09-28,1679,12566.67,4738.96,0.3771,21,52,55.9667,0.3752,598.4129,99518.16,Alto,93,False,4,0.0769,3,4,4,11,Leales
143,Marta Álvarez Sánchez,2020-01-02,2025-09-06,2074,9966.92,3987.0,0.4,19,41,69.1333,0.2748,524.5747,75753.0,Alto,115,False,1,0.0244,3,4,4,11,Leales
