customer_id,ingresos_t,full_name,margen_t,frecuencia_t,ticket_medio,tasa_devolucion,cltv,pc1,pc2,cluster,cluster_label,segmento_cltv,dias_sin_compra,churn_proxy,R_score,F_score,M_score,segmento_rfm
17,13182.98,Marta Martínez García,0.4,0.2718,693.8411,0.1026,100184.43,2.5594542351270646,0.2756603748273439,2,VIP,Alto,55,False,4,4,4,Champions
18,11084.23,Ana Ruiz Gómez,0.374,0.2951,554.2115,0.0,82901.56,2.7060667356556953,-0.1023310222628248,2,VIP,Alto,150,False,3,4,4,Leales
19,14318.16,Alejandro Gómez Álvarez,0.3732,0.3344,596.59,0.0714,128238.4,2.79742259985652,0.1719541708308464,2,VIP,Alto,22,False,4,4,4,Champions
20,12351.5,Lucía Pérez Gómez,0.4,0.2795,686.1944,0.0816,88929.81,3.059678571170225,0.2503973420895051,2,VIP,Alto,17,False,4,4,4,Champions
21,11150.97,Sergio Díaz Sánchez,0.3871,0.3733,446.0388,0.0182,107907.77,3.1503241787789182,0.0016528392993226,2,VIP,Alto,136,False,3,4,4,Leales
22,12849.0,Sergio García Pérez,0.3888,0.2924,642.45,0.1053,99914.62,2.7137589958643704,0.2951449189657976,2,VIP,Alto,125,False,3,4,4,Leales
23,12712.12,Sergio Díaz Díaz,0.3925,0.4031,488.9277,0.0556,129726.94,3.5204521551898926,0.1712443734259249,2,VIP,Alto,172,False,3,4,4,Leales
24,9737.4,Marta López Fernández,0.3951,0.3416,463.6857,0.0213,80780.73,3.224338164384423,0.0194667977311961,2,VIP,Alto,310,True,3,4,4,Leales
25,17297.28,Ana Ruiz Martínez,0.3917,0.4101,640.64,0.0469,182922.35,3.687328227055785,0.1478821149135688,2,VIP,Alto,116,False,3,4,4,Leales
26,19362.69,María Álvarez Sánchez,0.3876,0.3869,691.5246,0.0548,210129.47,3.2280048663399543,0.1354301968633833,2,VIP,Alto,12,False,4,4,4,Champions
27,15178.39,David Fernández Ruiz,0.3969,0.3182,722.7805,0.0328,126517.59,3.1829169075284818,0.0621979004002644,2,VIP,Alto,87,False,4,4,4,Champions
28,5624.97,Sergio Díaz Díaz,0.3915,0.2974,330.8806,0.0312,37440.02,3.0522420518777347,0.0596498834791144,2,VIP,Alto,337,True,3,4,4,Leales
29,6198.53,Marta López Fernández,0.4,0.2066,413.2353,0.1351,37189.1,1.6017184925424803,0.3357012610029319,2,VIP,Alto,5,False,4,4,4,Champions
30,9968.79,Sergio Sánchez García,0.3952,0.3578,524.6732,0.0208,74850.42,3.9538967076284215,0.0891893543909265,2,VIP,Alto,333,True,3,4,4,Leales
31,14877.65,Alejandro Ruiz Díaz,0.3936,0.3905,551.0241,0.0462,158087.58,3.3315122601861784,0.1221403411777428,2,VIP,Alto,11,False,4,4,4,Champions
32,13250.05,Laura López Gómez,0.4,0.4131,456.8983,0.0746,153698.57,3.2923238292488626,0.2250114588165647,2,VIP,Alto,13,False,4,4,4,Champions
33,8574.25,Javier Fernández López,0.3832,0.215,571.6167,0.0,49284.26,2.1216311326981763,-0.1361756599590815,2,VIP,Alto,24,False,4,4,4,Champions
34,15273.41,Carlos Sánchez Fernández,0.4,0.4108,545.4789,0.0469,171079.79,3.45404318667294,0.1274849562912876,2,VIP,Alto,105,False,3,4,4,Leales
35,14846.49,Alejandro Gómez Ruiz,0.3968,0.3735,674.8405,0.0345,129598.91,3.998357941712933,0.1487468053067836,2,VIP,Alto,54,False,4,4,4,Champions
36,10650.35,Javier Sánchez García,0.3955,0.2757,591.6861,0.1364,75833.36,2.777477237882376,0.4271928820764136,2,VIP,Alto,128,False,3,4,4,Leales
37,11391.95,David Álvarez Álvarez,0.3874,0.251,632.8861,0.0444,79423.78,2.257735962834865,0.0331811625379873,2,VIP,Alto,29,False,4,4,4,Champions
38,9352.49,Ana Álvarez Ruiz,0.4,0.3052,467.6245,0.0526,74822.77,2.7794270134401984,0.105196821212654,2,VIP,Alto,202,True,3,4,4,Leales
39,4988.31,Ana Pérez Gómez,0.4,0.1937,415.6925,0.0,23949.77,2.2711158224723627,-0.1202515937310773,2,VIP,Alto,260,True,3,4,4,Leales
40,7992.71,Javier Gómez García,0.382,0.2162,532.8473,0.0286,45789.31,2.0841226761271106,-0.0320363216555173,2,VIP,Alto,61,False,4,4,4,Champions
41,6872.06,Laura Fernández Álvarez,0.3721,0.3471,490.8614,0.0303,35798.51,4.472832844113072,0.1666534223115941,2,VIP,Alto,704,True,2,4,4,En riesgo
42,11025.4,Sergio Díaz López,0.3739,0.3799,441.016,0.0462,103049.29,3.3483695678724277,0.1359823980979236,2,VIP,Alto,9,False,4,4,4,Champions
43,12014.81,Sergio Ruiz García,0.4,0.3733,480.5924,0.0566,120141.7,3.251107613331436,0.1612864718859814,2,VIP,Alto,43,False,4,4,4,Champions
44,15183.98,Carlos Pérez Ruiz,0.3811,0.3657,632.6658,0.0303,138890.89,3.37915361046459,0.0612678767371459,2,VIP,Alto,162,False,3,4,4,Leales
45,11597.57,Laura García Sánchez,0.3669,0.3153,552.2652,0.0,89353.78,3.0068383837235944,-0.0681934809258631,2,VIP,Alto,35,False,4,4,4,Champions
46,15456.71,Alejandro Ruiz Ruiz,0.4,0.2826,772.8355,0.0577,123645.45,2.6868310400076507,0.1156008192157179,2,VIP,Alto,1,False,4,4,4,Champions
47,13660.65,Javier Sánchez García,0.3965,0.2993,650.5071,0.0357,113750.24,2.723926108749348,0.0351552488484623,2,VIP,Alto,36,False,4,4,4,Champions
48,9006.55,Marta Fernández Pérez,0.4,0.3213,474.0289,0.0455,68448.08,3.285736286338211,0.123377601150241,2,VIP,Alto,297,True,3,4,4,Leales
49,12591.14,Carlos Sánchez Fernández,0.4,0.3156,599.5781,0.0196,105755.05,2.9485019098267053,-0.0119932905779862,2,VIP,Alto,183,True,3,4,4,Leales
50,12404.68,Marta Ruiz García,0.4,0.2773,689.1489,0.0909,89297.67,2.9399533826673383,0.2676081746215082,2,VIP,Alto,109,False,3,4,4,Leales
51,8838.49,Carlos Fernández Álvarez,0.3837,0.2638,491.0272,0.1163,61043.73,2.3908158869550933,0.3209040071345168,2,VIP,Alto,96,False,3,4,4,Leales
52,11107.13,Alejandro Fernández Díaz,0.3871,0.2632,694.1956,0.0256,68804.13,3.2230389847250818,0.0559161432342372,2,VIP,Alto,71,False,4,4,4,Champions
53,17803.5,Alejandro Fernández Martínez,0.3973,0.4088,684.75,0.05,183904.33,3.7855132772490543,0.16327615767815,2,VIP,Alto,218,True,3,4,4,Leales
54,5658.75,Carlos Martínez Ruiz,0.3915,0.222,404.1964,0.1,31017.4,2.332945121872071,0.2623360505480991,2,VIP,Alto,219,True,3,4,4,Leales
55,9281.6,Laura Fernández Ruiz,0.3897,0.1938,713.9692,0.0811,47012.57,2.206990535152158,0.1692633763760805,2,VIP,Alto,170,False,3,4,4,Leales
56,11069.29,Sergio Martínez García,0.387,0.2956,582.5942,0.0185,81380.65,3.055353080215926,0.0088433691930136,2,VIP,Alto,68,False,4,4,4,Champions
57,12541.95,Laura Sánchez Gómez,0.3885,0.3738,545.3022,0.0862,112074.19,3.5512193051634102,0.2924318121126076,2,VIP,Alto,226,True,3,4,4,Leales
58,13535.08,Sergio Martínez Sánchez,0.3858,0.4054,483.3957,0.0794,146209.47,3.296188224320369,0.2404745496011273,2,VIP,Alto,79,False,4,4,4,Champions
59,13618.07,Ana Pérez Pérez,0.3859,0.3335,648.4795,0.0328,110356.3,3.3244912547657632,0.0688389224861869,2,VIP,Alto,233,True,3,4,4,Leales
60,10651.92,David Pérez López,0.4,0.3156,484.1782,0.0455,93725.48,2.7130940411023596,0.0787026138937249,2,VIP,Alto,2,False,4,4,4,Champions
61,10257.97,Sergio Pérez Sánchez,0.4,0.2219,683.8647,0.0769,61549.63,2.387654090898337,0.1721721038444612,2,VIP,Alto,81,False,4,4,4,Champions
62,10108.66,María Álvarez Sánchez,0.381,0.2925,481.3648,0.0444,80885.17,2.384409297399766,0.0448962206164979,2,VIP,Alto,16,False,4,4,4,Champions
63,12540.35,Laura Ruiz Ruiz,0.3885,0.3744,570.0159,0.0179,107193.35,3.939687719386437,0.0870577509669002,2,VIP,Alto,21,False,4,4,4,Champions
64,12538.23,Lucía Fernández Díaz,0.3962,0.347,569.9195,0.0667,109287.23,3.364364232519143,0.2088848892156425,2,VIP,Alto,129,False,3,4,4,Leales
65,13307.54,Carlos Fernández Álvarez,0.382,0.3452,700.3968,0.0208,96573.39,3.820482138480089,0.0582403671483802,2,VIP,Alto,480,True,2,4,4,En riesgo
66,9351.07,Laura López López,0.4,0.228,623.4047,0.075,56115.4,2.503377575944816,0.1772694188905201,2,VIP,Alto,102,False,3,4,4,Leales
67,10974.12,Ana Díaz Fernández,0.3869,0.2944,548.706,0.12,84915.89,2.68905162819152,0.3553347030218753,2,VIP,Alto,88,False,4,4,4,Champions
68,6489.32,María Sánchez Gómez,0.4,0.2012,540.7767,0.1071,31144.12,2.672152226405268,0.320543606740129,2,VIP,Alto,212,True,3,4,4,Leales
69,13075.05,Marta Fernández Álvarez,0.4,0.3447,568.4804,0.0508,120305.99,3.1907367138635827,0.1355081925638563,2,VIP,Alto,33,False,4,4,4,Champions
70,12171.12,Marta Díaz Álvarez,0.3843,0.3284,529.1791,0.037,107574.33,2.8026644789947155,0.046920311595766,2,VIP,Alto,43,False,4,4,4,Champions
71,6339.57,Ana López Gómez,0.4,0.2281,452.8264,0.0645,35495.87,2.62382149566928,0.1560731784812761,2,VIP,Alto,172,False,3,4,4,Leales
72,16571.85,Lucía Álvarez Pérez,0.3942,0.4086,571.4431,0.0641,189426.44,3.3464497407769844,0.1838412833590576,2,VIP,Alto,20,False,4,4,4,Champions
73,10054.54,David Pérez Fernández,0.4,0.2574,591.4435,0.0,68358.69,2.656189771831841,-0.0977255469724122,2,VIP,Alto,117,False,3,4,4,Leales
74,8304.19,Javier Fernández Fernández,0.4,0.16,754.9264,0.0938,36529.56,1.9375211301792905,0.2022073808358439,2,VIP,Alto,76,False,4,4,4,Champions
75,10700.46,Alejandro García López,0.3955,0.2593,629.4388,0.087,71950.66,2.69472199601736,0.2322203523326026,2,VIP,Alto,143,False,3,4,4,Leales
76,11993.8,Carlos Gómez Pérez,0.396,0.2588,705.5176,0.0377,80757.27,2.766765804079253,0.0492953499664784,2,VIP,Alto,142,False,3,4,4,Leales
77,6861.66,David Fernández Ruiz,0.4,0.2142,457.444,0.0526,41173.07,1.9340270347672717,0.0503616667885422,2,VIP,Alto,35,False,4,4,4,Champions
78,8630.07,Javier García Gómez,0.4,0.2228,575.338,0.0625,51786.84,2.2890536486945017,0.1103197914142559,2,VIP,Alto,117,False,3,4,4,Leales
79,7541.99,Laura Díaz Sánchez,0.4,0.2281,471.3744,0.0606,48260.91,2.0441907309268506,0.0882265265570528,2,VIP,Alto,25,False,4,4,4,Champions
80,10081.21,Javier Pérez Díaz,0.3667,0.295,504.0605,0.0588,73939.29,2.73534594637037,0.1361913025178013,2,VIP,Alto,1,False,4,4,4,Champions
81,11743.89,Sergio Ruiz Pérez,0.3755,0.2922,559.2329,0.0192,92604.02,2.471263980360124,-0.0467927686165283,2,VIP,Alto,23,False,4,4,4,Champions
82,11859.95,María García Álvarez,0.3838,0.3894,515.65,0.0714,104695.13,3.680262301045529,0.2412218121334119,2,VIP,Alto,359,True,3,4,4,Leales
83,17082.12,Carlos Ruiz Álvarez,0.4,0.347,711.755,0.0606,163994.13,3.155840608962482,0.1588827055248265,2,VIP,Alto,51,False,4,4,4,Champions
84,17452.59,Carlos Sánchez López,0.4,0.3541,698.1036,0.0645,174522.13,3.095674424783749,0.1657313328224717,2,VIP,Alto,46,False,4,4,4,Champions
85,14181.95,María Álvarez Ruiz,0.4,0.3611,590.9146,0.0545,136153.1,3.2304102752889676,0.1392174605917478,2,VIP,Alto,180,False,3,4,4,Leales
86,12743.2,Carlos López García,0.4,0.2691,796.45,0.0465,81569.17,3.4492384916665664,0.154348667952358,2,VIP,Alto,55,False,4,4,4,Champions
87,8085.54,Ana López Pérez,0.3822,0.2749,475.62,0.0,52528.73,2.9610308301847694,-0.0621008257186561,2,VIP,Alto,115,False,3,4,4,Leales
88,10316.25,Carlos Díaz Pérez,0.4,0.2865,515.8125,0.1132,82520.51,2.508890616006697,0.3183585436152253,2,VIP,Alto,22,False,4,4,4,Champions
89,11966.43,Sergio Pérez Gómez,0.4,0.2975,664.8017,0.0204,86152.31,3.433782126926798,0.0526566770861065,2,VIP,Alto,59,False,4,4,4,Champions
90,16034.45,Carlos López López,0.4,0.3052,801.7225,0.0339,128280.49,3.2275023515884436,0.0737775405315667,2,VIP,Alto,44,False,4,4,4,Champions
91,9358.14,Lucía Martínez Sánchez,0.4,0.2559,550.4788,0.0256,63636.41,2.6047837835412104,0.0002058344800961,2,VIP,Alto,60,False,4,4,4,Champions
92,11521.02,David Gómez Díaz,0.4,0.2669,606.3695,0.0476,87574.87,2.385408685678561,0.0563404949570459,2,VIP,Alto,22,False,4,4,4,Champions
93,13710.75,Laura Fernández García,0.3825,0.33,623.2159,0.0517,115376.02,3.1032060230975964,0.1260240015312984,2,VIP,Alto,104,False,3,4,4,Leales
94,13195.29,Javier Gómez Gómez,0.3855,0.4721,599.7859,0.0755,111908.54,4.867537078941627,0.3614495849518999,2,VIP,Alto,491,True,2,4,4,En riesgo
95,11056.26,Lucía Ruiz López,0.3957,0.3455,442.2504,0.0208,109385.84,2.6721010113310824,-0.0263692666811461,2,VIP,Alto,17,False,4,4,4,Champions
96,13182.08,Lucía Martínez Ruiz,0.3818,0.4248,507.0031,0.0597,130844.6,3.778826043303825,0.2010328477429034,2,VIP,Alto,314,True,3,4,4,Leales
97,16887.08,Alejandro Pérez Fernández,0.4,0.3011,804.1467,0.0566,141829.16,2.8785456805190295,0.1224105220468978,2,VIP,Alto,52,False,4,4,4,Champions
98,17136.81,Carlos Sánchez Fernández,0.3944,0.3874,634.6967,0.0649,182498.49,3.35146347973913,0.1909937330806228,2,VIP,Alto,12,False,4,4,4,Champions
99,10392.97,Alejandro Fernández Álvarez,0.3816,0.3491,649.5606,0.0541,63456.92,4.574619318779912,0.2825556071494244,2,VIP,Alto,275,True,3,4,4,Leales
100,10224.25,Alejandro Gómez Díaz,0.3719,0.3589,511.2125,0.1,76058.17,3.6652578676415937,0.3523911095973226,2,VIP,Alto,431,True,2,4,4,En riesgo
101,8278.24,David Gómez Ruiz,0.4,0.2401,486.9553,0.025,56288.99,2.1150715789336996,-0.0426716512410647,2,VIP,Alto,10,False,4,4,4,Champions
102,14372.33,David Sánchez Martínez,0.4,0.3432,598.8471,0.0339,137980.74,2.9916381965052925,0.0475709747602319,2,VIP,Alto,36,False,4,4,4,Champions
103,12621.27,Sergio Martínez Sánchez,0.381,0.2551,701.1817,0.02,86564.2,2.4333875599356514,-0.0461985766433627,2,VIP,Alto,45,False,4,4,4,Champions
104,10178.82,Laura López Fernández,0.3717,0.2826,565.49,0.0,68108.54,2.8753234965296826,-0.0869982471555803,2,VIP,Alto,244,True,3,4,4,Leales
105,12896.07,Marta Ruiz Sánchez,0.3926,0.3655,560.6987,0.0169,116459.67,3.467635980208812,0.0230073415604301,2,VIP,Alto,196,True,3,4,4,Leales
106,12306.2,Marta Fernández Martínez,0.3805,0.2829,683.6778,0.06,84293.88,3.1410109252973406,0.176236664300683,2,VIP,Alto,21,False,4,4,4,Champions
107,12441.47,Marta Álvarez Díaz,0.3962,0.2919,691.1928,0.0408,88730.1,3.1456839449281286,0.0837508151836722,2,VIP,Alto,310,True,3,4,4,Leales
108,9668.06,David Ruiz Díaz,0.3901,0.3051,439.4573,0.0377,82964.59,2.3944482255859345,0.0196475116298705,2,VIP,Alto,21,False,4,4,4,Champions
109,12231.69,David Álvarez Martínez,0.3843,0.4407,453.0256,0.0164,126918.34,3.909553889415875,0.0584962083070202,2,VIP,Alto,186,True,3,4,4,Leales
110,13669.06,Ana López Sánchez,0.379,0.4094,471.3469,0.0339,150232.25,3.2346099500605043,0.0620569293100807,2,VIP,Alto,46,False,4,4,4,Champions
111,11706.15,Sergio López Pérez,0.3877,0.3684,508.963,0.05,104386.85,3.507303510230327,0.1603087481575676,2,VIP,Alto,118,False,3,4,4,Leales
112,14876.13,María Ruiz Fernández,0.4,0.3602,619.8388,0.0877,142818.67,3.2634790089487504,0.2699545048193328,2,VIP,Alto,136,False,3,4,4,Leales
113,12379.46,Carlos Fernández Martínez,0.4,0.2368,728.2035,0.025,84191.42,2.2475151017633386,-0.0415782294773435,2,VIP,Alto,20,False,4,4,4,Champions
114,11593.03,María López Martínez,0.4,0.2822,610.1595,0.0465,88113.79,2.689680257737441,0.0720335303383063,2,VIP,Alto,159,False,3,4,4,Leales
115,12151.25,María Álvarez Ruiz,0.3921,0.2776,810.0833,0.1395,71465.88,3.524749108466941,0.4819664442711088,2,VIP,Alto,559,True,2,4,4,En riesgo
116,11139.23,Ana Gómez Fernández,0.3914,0.3371,530.4395,0.0408,91563.59,3.388989309921963,0.1221221976058205,2,VIP,Alto,70,False,4,4,4,Champions
117,15313.32,Sergio Sánchez García,0.4,0.379,588.9738,0.0625,159254.85,3.272719049458972,0.1745644490453849,2,VIP,Alto,81,False,4,4,4,Champions
118,13096.0,Alejandro Díaz López,0.4,0.3502,545.6667,0.0806,125723.49,3.0534641234983497,0.2319900888608135,2,VIP,Alto,52,False,4,4,4,Champions
119,7097.36,Ana López Sánchez,0.3797,0.2233,443.585,0.0645,43126.44,1.849512705507352,0.0860339748555064,2,VIP,Alto,22,False,4,4,4,Champions
120,5578.85,David Díaz López,0.3828,0.2087,464.9042,0.16,25627.54,2.62387299535181,0.5054359084710304,2,VIP,Alto,431,True,2,4,4,En riesgo
121,15039.45,María Fernández Fernández,0.3904,0.315,683.6114,0.0164,129156.09,2.901996033941407,-0.0242009334426156,2,VIP,Alto,23,False,4,4,4,Champions
122,11184.5,Carlos Díaz Fernández,0.3957,0.2779,621.3611,0.0417,79656.82,2.900595223727403,0.0795625516106072,2,VIP,Alto,118,False,3,4,4,Leales
123,13948.23,David Díaz Díaz,0.3897,0.357,581.1762,0.0566,130467.44,3.180580352775069,0.1465905567995265,2,VIP,Alto,125,False,3,4,4,Leales
124,9338.05,Lucía Pérez Pérez,0.3949,0.2222,622.5367,0.0444,55308.41,2.2967781740388173,0.0376272088043742,2,VIP,Alto,156,False,3,4,4,Leales
125,10638.05,Laura Pérez Martínez,0.3865,0.3414,443.2521,0.082,98680.28,2.7758164170953,0.2190767544337193,2,VIP,Alto,9,False,4,4,4,Champions
126,10626.38,Alejandro Gómez Álvarez,0.3865,0.2397,625.0812,0.0,69831.77,2.2259596579357153,-0.13676412246355,2,VIP,Alto,57,False,4,4,4,Champions
127,10955.85,Alejandro Gómez Ruiz,0.3956,0.2733,644.4618,0.0244,73677.08,3.136937872980726,0.0426409317621895,2,VIP,Alto,63,False,4,4,4,Champions
128,11980.88,Javier López Pérez,0.38,0.3033,570.5181,0.0517,95600.41,2.708903924161646,0.0953930520928711,2,VIP,Alto,73,False,4,4,4,Champions
129,10006.61,Carlos Fernández García,0.3808,0.243,625.4131,0.0444,60958.72,2.6374013288165665,0.073817792329559,2,VIP,Alto,64,False,4,4,4,Champions
130,12059.4,Marta Álvarez López,0.396,0.2845,602.97,0.0392,95512.12,2.5918054029247224,0.0431703327377523,2,VIP,Alto,0,False,4,4,4,Champions
131,11634.81,Carlos Ruiz Sánchez,0.3876,0.2725,646.3783,0.0256,81188.06,2.8265745647881415,0.0132555673014211,2,VIP,Alto,75,False,4,4,4,Champions
132,12836.55,Ana Martínez Díaz,0.4,0.272,755.0912,0.0,87288.54,3.2192016131759416,-0.0453200529231929,2,VIP,Alto,50,False,4,4,4,Champions
133,11643.3,Ana Gómez Ruiz,0.3959,0.2935,582.165,0.02,92178.39,2.75511925826125,-0.01715374241813,2,VIP,Alto,63,False,4,4,4,Champions
134,14418.03,Sergio Fernández Ruiz,0.3934,0.4052,534.0011,0.0492,153144.37,3.5236413130344433,0.1485677524582412,2,VIP,Alto,75,False,4,4,4,Champions
135,9729.25,Alejandro Sánchez Sánchez,0.3852,0.2697,572.3088,0.0435,63711.32,2.9101912909285748,0.0904887159086246,2,VIP,Alto,148,False,3,4,4,Leales
136,12794.56,Carlos Pérez Álvarez,0.4,0.3697,609.2648,0.0727,107468.98,3.954479293421931,0.286667026361011,2,VIP,Alto,176,False,3,4,4,Leales
137,16644.65,Carlos Álvarez López,0.3971,0.3916,640.1788,0.0149,171864.16,3.618712503128696,0.0302584660186211,2,VIP,Alto,10,False,4,4,4,Champions
138,15837.17,Sergio Sánchez Sánchez,0.397,0.3054,719.8714,0.0,138315.37,2.711406724137865,-0.1061524503935409,2,VIP,Alto,22,False,4,4,4,Champions
139,8309.81,Carlos Ruiz Sánchez,0.4,0.2512,519.3631,0.05,53187.57,2.786044234776,0.1184465369720127,2,VIP,Alto,7,False,4,4,4,Champions
140,21428.61,Javier Sánchez Ruiz,0.3911,0.4359,765.3075,0.0482,234654.52,4.019047732590886,0.1734132280857051,2,VIP,Alto,169,False,3,4,4,Leales
141,15491.49,Javier Fernández Gómez,0.3876,0.4979,553.2675,0.0147,168117.4,4.7594442839883655,0.1361063213452298,2,VIP,Alto,37,False,4,4,4,Champions
142,12566.67,Marta García Sánchez,0.3771,0.3752,598.4129,0.0769,99510.58,4.089460691104862,0.3218514928891051,2,VIP,Alto,93,False,3,4,4,Leales
143,9966.92,Marta Álvarez Sánchez,0.4,0.2748,524.5747,0.0244,75739.94,2.451266416899767,-0.0276281657062072,2,VIP,Alto,115,False,3,4,4,Leales
144,9421.73,Javier López Pérez,0.3746,0.2253,628.1153,0.0698,52931.8,2.393518599412209,0.1432829502946925,2,VIP,Alto,152,False,3,4,4,Leales
145,7507.62,Carlos Gómez Díaz,0.3936,0.2419,469.2262,0.05,47273.03,2.3265752581701893,0.0630681850339951,2,VIP,Alto,206,True,3,4,4,Leales
146,13089.08,Sergio Díaz Gómez,0.4,0.3497,545.3783,0.0926,125660.74,2.990453959806115,0.2668438747224506,2,VIP,Alto,118,False,3,4,4,Leales
147,11442.27,Sergio Martínez López,0.3749,0.3241,544.87,0.0769,90091.05,3.1204667789554463,0.2308974175492646,2,VIP,Alto,89,False,4,4,4,Champions
148,16577.85,Ana Díaz López,0.3971,0.4639,552.595,0.0137,197484.57,3.9426783144765833,0.0343915330142269,2,VIP,Alto,225,True,3,4,4,Leales
149,15023.81,Carlos Fernández Álvarez,0.3872,0.3568,600.9524,0.0635,145429.31,3.063545943827969,0.1632181496983215,2,VIP,Alto,42,False,4,4,4,Champions
150,6037.04,Sergio Martínez Sánchez,0.4,0.2723,377.315,0.0606,38642.3,2.805722359679389,0.1416389318474275,2,VIP,Alto,409,True,3,4,4,Leales
151,6547.16,María Ruiz Pérez,0.3927,0.2347,503.6277,0.0417,33430.03,3.059867944224962,0.0972950692396108,2,VIP,Alto,385,True,3,4,4,Leales
152,14183.51,Lucía Álvarez Gómez,0.3966,0.3422,590.9796,0.0328,135002.16,2.938337278130058,0.036267243765209,2,VIP,Alto,70,False,4,4,4,Champions
153,11571.98,David López García,0.3876,0.333,578.599,0.0566,89715.91,3.4446915270855656,0.1762323683449366,2,VIP,Alto,241,True,3,4,4,Leales
154,10051.76,Laura Ruiz Pérez,0.4,0.2956,558.4311,0.0682,72380.87,3.1553737417201284,0.2007764563260249,2,VIP,Alto,217,True,3,4,4,Leales
155,10142.98,Laura Álvarez Ruiz,0.3953,0.315,461.0445,0.0444,88199.37,2.6509682759038378,0.0680745142467345,2,VIP,Alto,28,False,4,4,4,Champions
156,14788.68,María García Pérez,0.3903,0.3276,642.9861,0.0172,132742.19,2.930215641926258,-0.0191887907170344,2,VIP,Alto,15,False,4,4,4,Champions
157,12409.16,Javier García López,0.3923,0.3448,564.0527,0.06,107089.93,3.3481891523759795,0.1849620916762917,2,VIP,Alto,89,False,4,4,4,Champions
158,12176.73,Ana Díaz López,0.3921,0.3524,507.3638,0.0847,114580.45,3.0603480731007076,0.2508785434728649,2,VIP,Alto,42,False,4,4,4,Champions
159,10347.3,Lucía Sánchez Fernández,0.4,0.2779,574.85,0.0488,74495.04,2.802073650910417,0.0944599959925192,2,VIP,Alto,185,True,3,4,4,Leales
160,7264.97,Laura López Sánchez,0.3802,0.2723,427.3512,0.075,46958.03,2.701124365809927,0.1897307589851033,2,VIP,Alto,263,True,3,4,4,Leales
161,12098.35,Lucía López López,0.3921,0.3072,576.1119,0.0185,99629.7,2.7751009817754766,-0.0280700535877496,2,VIP,Alto,128,False,3,4,4,Leales
162,13212.64,Marta García Martínez,0.3928,0.3352,550.5267,0.082,124559.86,2.750895320668383,0.2087260893755548,2,VIP,Alto,38,False,4,4,4,Champions
163,18357.35,Ana Martínez Ruiz,0.3922,0.4493,592.1726,0.038,223204.57,3.7646251553886776,0.1174334811996727,2,VIP,Alto,35,False,4,4,4,Champions
